event_on,demand_sales_eur,cogs_eur,dgm_eur,number_orders,number_orders_tracked,number_visits,marketing_cost,google_clicks,google_cost_eur,number_of_skus_with_discount,number_of_skus_with_discount_retail,number_of_skus_with_discount_closeout,number_of_skus_with_discount_own_brand,number_of_skus_with_discount_new,number_of_skus_with_discount_old,number_of_skus_with_discount_own_brand_new,number_of_skus_with_discount_own_brand_old,number_of_skus_with_discount_retail_new,number_of_skus_with_discount_retail_old,number_of_skus_with_discount_closeout_new,number_of_skus_with_discount_closeout_old,number_of_skus,number_of_skus_retail,number_of_skus_closeout,number_of_skus_own_brand,number_of_skus_new,number_of_skus_old,number_of_skus_closeout_new,number_of_skus_closeout_old,number_of_skus_own_brand_new,number_of_skus_own_brand_old,number_of_skus_retail_new,number_of_skus_retail_old,available_stock_value_after_discount_complete_eur,available_stock_value_after_discount_complete_retail_eur,available_stock_value_after_discount_complete_closeout_eur,available_stock_value_after_discount_complete_own_product_eur,available_stock_value_after_discount_complete_new_eur,available_stock_value_after_discount_complete_old_eur,available_stock_value_after_discount_complete_closeout_new_eur,available_stock_value_after_discount_complete_closeout_old_eur,available_stock_value_after_discount_complete_own_product_new_eur,available_stock_value_after_discount_complete_own_product_old_eur,available_stock_value_after_discount_complete_retail_new_eur,available_stock_value_after_discount_complete_retail_old_eur,available_stock_value_before_discount_complete_eur,available_stock_value_before_discount_complete_retail_eur,available_stock_value_before_discount_complete_closeout_eur,available_stock_value_before_discount_complete_own_product_eur,available_stock_value_before_discount_complete_new_eur,available_stock_value_before_discount_complete_old_eur,available_stock_value_before_discount_complete_closeout_new_eur,available_stock_value_before_discount_complete_closeout_old_eur,available_stock_value_before_discount_complete_own_product_new_eur,available_stock_value_before_discount_complete_own_product_old_eur,available_stock_value_before_discount_complete_retail_new_eur,available_stock_value_before_discount_complete_retail_old_eur,available_stock_value_after_discount_only_discounted_skus_eur,available_stock_value_before_discount_only_discounted_skus_eur,number_units_discounted,number_units_complete,dgm_expectation_perc,target_cpr,avg_temp,avg_temperature_degC_prev_year_avg,fraction_on_holiday,is_percentage_on_top,is_percentage_on_top_applicable,is_black_week_event,is_season_sale_event,number_days_after_last_event,number_days_till_next_event,marketing_budget,sCM,email_recipients,email_visits,is_email_campaign_type_deal,is_email_campaign_type_liveshop,is_email_campaign_type_newsletter,is_Sun_to_Mon_Shift,is_Peak_Driving_Public_Holiday,is_temp_drop_flag,internal_Week_of_SS_Season,internal_Week_of_FW_Season,internalWeeks_until_SeasonalSaleStart,internalWeeks_since_SeasonalSaleStart,sku_with_discount_%,cr_tracked_%,aov_eur,cpc,stock_discount_rate_total_%,stock_discount_rate_discounted_%,dgm_perc,cpr_perc,is_Peak_Driving_Public_Holiday_week,is_Sun_to_Mon_Shift_week
2023-02-11,5516260.92,3377164.48,2139096.44,33768.0,23926.0,890166.0,347276.2235,91199.14285714286,40143.392857142855,115442.85714285714,97497.42857142857,12831.857142857143,5113.571428571428,96753.42857142857,18689.428571428572,2778.8571428571427,2334.714285714286,88664.28571428571,8833.142857142857,5310.285714285715,7521.571428571428,153805.14285714287,135760.42857142858,12869.42857142857,5175.285714285715,129456.42857142857,24180.85714285714,5331.0,7538.428571428572,2818.5714285714284,2334.714285714286,121306.85714285714,14307.714285714286,59702323.91142857,37587381.30571429,12495630.709999999,9619311.892857144,47132897.49285714,12400202.17857143,5278440.068571429,7217190.64142857,6225435.221428571,3228930.2385714287,35629022.19857143,1954081.2971428572,83743194.30857143,45036801.699999996,21178193.151428573,17528199.45285714,62140873.77714286,21433096.29,8326058.6742857145,12852134.47857143,11375388.771428572,5987864.254285715,42439426.33714286,2593097.555714286,47268696.83857143,71309567.23428571,986381.8571428572,1144421.2857142857,0.38642857142857145,0.0638,0.10000000000000002,4.357142857142857,0.0,0.0,0.0,0.0,7.0,1.0,0.0,366945.5164,1791820.2165000003,882214.0,41283.0,2.0,1.0,0.0,0.0,0.0,0.0,6.857142857142857,32.857142857142854,0.0,4.857142857142857,0.7505786542526908,0.02687813284263834,163.35764392324094,0.4401729182918386,0.2870784974902991,0.23092856702451325,0.3877801414803272,0.06295500313281048,0.0,0.0
2023-02-12,5316789.28,3262270.67,2054518.61,32737.0,23182.0,867937.0,332004.5408,88132.14285714286,38107.12714285714,115233.85714285714,97296.57142857143,12850.857142857143,5086.428571428572,96431.28571428571,18802.571428571428,2768.5714285714284,2317.8571428571427,88309.28571428571,8987.285714285714,5353.428571428572,7497.428571428572,154309.85714285713,136260.7142857143,12892.57142857143,5156.571428571428,129716.42857142857,24426.0,5378.0,7514.571428571428,2816.714285714286,2317.8571428571427,121521.71428571429,14593.57142857143,59713576.89857143,37670801.03428572,12437698.994285716,9605076.867142858,47176489.25857143,12366764.385714287,5290358.304285714,7147340.6899999995,6221660.961428572,3217359.4742857143,35664469.99,2002064.2200000002,83625184.02142857,45007321.02857143,21141639.147142857,17476223.84,62078202.85428572,21376657.91142857,8369183.295714284,12772455.852857143,11342730.475714287,5967436.937142856,42366289.08714286,2636765.121428571,46952177.394285716,70863784.51714286,980789.4285714285,1143337.2857142857,0.3875,0.0639,0.7714285714285715,3.9857142857142853,0.0,0.0,0.0,0.0,7.0,1.0,0.0,364366.53448571434,1722514.0692000003,882214.0,41283.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,5.0,0.7467692555516776,0.02670931185097536,162.4091786052479,0.4323862544069376,0.28593787149968963,0.2276218392021242,0.38642092093595254,0.06244455503416152,0.0,0.0
2023-02-13,5239366.18,3227997.1,2011369.08,32490.0,23041.0,854468.0,320548.4769,86045.71428571429,36469.16142857143,114968.0,97062.42857142857,12856.285714285714,5049.285714285715,96056.85714285714,18911.14285714286,2748.8571428571427,2300.4285714285716,87920.85714285714,9141.57142857143,5387.142857142857,7469.142857142857,154597.14285714287,136563.57142857142,12902.142857142857,5131.428571428572,129761.57142857143,24668.571428571428,5415.571428571428,7486.571428571428,2809.0,2300.4285714285716,121537.0,14881.57142857143,59530648.807142854,37590686.95857143,12370035.961428571,9569925.884285714,47021726.11142857,12337535.42857143,5293959.5171428565,7076076.444285714,6195835.248571428,3206959.2042857143,35531931.34428571,2054499.7771428574,83406379.62,44927766.56285714,21088953.48,17389659.572857145,61911478.33571428,21323514.014285713,8399271.392857144,12689682.087142857,11275688.284285713,5946839.859999999,42236518.66142857,2686992.067142857,46545845.82857143,70421576.64142857,975843.2857142857,1141934.4285714286,0.38571428571428573,0.06399999999999999,1.4857142857142858,3.8285714285714287,0.0,0.0,0.0,0.0,7.0,1.0,0.0,361787.5525714286,1690820.6031000002,882214.0,41283.0,2.0,1.0,0.0,0.0,0.0,0.0,7.142857142857143,33.142857142857146,0.0,5.142857142857143,0.7436618677114712,0.02696531643080841,161.26088581101877,0.4238347224066941,0.2862578488796077,0.22654282754303223,0.3838954963060055,0.0611807737591649,0.0,0.0
2023-02-14,5316436.58,3314728.4,2001708.1800000002,33136.0,23420.0,836040.0,310140.6803,84146.57142857143,34805.91142857143,115298.42857142857,97505.71428571429,12785.285714285714,5007.428571428572,96278.14285714286,19020.285714285714,2726.285714285714,2281.1428571428573,88194.28571428571,9311.42857142857,5357.571428571428,7427.714285714285,155036.14285714287,137097.42857142858,12833.142857142857,5105.571428571428,129963.0,24906.571428571428,5388.285714285715,7444.857142857143,2802.4285714285716,2281.1428571428573,121772.28571428571,15180.57142857143,59321819.27142857,37490576.0,12296830.894285712,9534412.375714285,46839441.78571428,12309916.205714285,5291477.584285714,7005353.31,6171498.555714286,3194697.3885714286,35376465.64285714,2109865.5057142857,83181945.74428572,44855114.974285714,21027938.64142857,17298892.124285713,61737041.711428575,21272442.75,8419514.057142857,12608424.584285716,11207003.08,5923672.615714285,42110524.57571428,2740345.55,46418873.04285715,70278999.51714286,973737.5714285715,1140527.857142857,0.38392857142857145,0.0641,2.257142857142857,4.285714285714286,0.0,1.0,0.0,0.0,7.0,1.0,0.0,359208.57065714285,1691567.4997,882633.0,31909.0,2.0,1.0,0.0,0.0,0.0,0.0,7.285714285714286,33.285714285714285,0.0,5.285714285714286,0.743687416666897,0.028013013731400412,160.44291948334137,0.41363433872189004,0.2868426106093611,0.2263705533164465,0.37651313052999874,0.05833619486155894,0.0,0.0
2023-02-15,5204574.74,3261945.91,1942628.83,32692.0,23052.0,822688.0,301453.8251,82294.57142857143,33517.98857142857,113909.0,96249.14285714286,12675.285714285714,4984.571428571428,94943.14285714286,18965.85714285714,2716.8571428571427,2267.714285714286,86932.28571428571,9316.857142857143,5294.0,7381.285714285715,155700.7142857143,137892.85714285713,12716.857142857143,5091.0,130373.14285714286,25161.285714285714,5324.428571428572,7392.428571428572,2801.285714285714,2267.714285714286,122247.42857142857,15501.142857142857,59266640.82714286,37572211.65142857,12193846.942857143,9500582.231428573,46809794.82,12283180.48,5265301.6899999995,6928545.252857142,6146743.78,3184411.3071428575,35397749.34857143,2170223.92,82986745.56142858,44842441.02857143,20930020.07,17214284.46,61590475.61857142,21222604.414285716,8409651.524285715,12520368.545714285,11140706.014285713,5904151.301428571,42040118.08,2798084.567142857,45823311.19428571,69543415.92999999,966494.1428571428,1139594.5714285714,0.3821428571428571,0.06420000000000001,3.0,4.385714285714285,0.0,1.0,0.0,0.0,7.0,1.0,0.0,356629.58874285716,1641175.0049,882633.0,31909.0,2.0,1.0,0.0,0.0,0.0,0.0,7.428571428571429,33.42857142857143,0.0,5.428571428571429,0.7315894504566912,0.02802034307052005,159.2002551082834,0.4072928261194107,0.28583003916845473,0.223070531552385,0.37325409414718097,0.05792093305590612,0.0,0.0
2023-02-16,5076418.37,3184906.92,1891511.4500000002,31077.0,22105.0,804354.0,291985.0377,79587.28571428571,32163.614285714284,112445.85714285714,94925.0,12557.0,4963.857142857143,93591.0,18854.85714285714,2706.5714285714284,2257.285714285714,85663.42857142857,9261.57142857143,5221.0,7336.0,156360.0,138677.7142857143,12589.714285714286,5092.571428571428,130825.42857142857,25368.571428571428,5249.285714285715,7340.428571428572,2813.285714285714,2257.285714285714,122762.85714285714,15770.857142857143,59090351.697142854,37636690.32428571,11995286.985714285,9458374.385714287,46666496.91285715,12249089.294285715,5149392.774285714,6845894.211428572,6112679.015714286,3175161.7971428568,35404425.12285714,2228033.285714286,82730004.85571429,44807928.01285714,20790496.12142857,17131580.72142857,61369890.44428571,21185348.922857143,8340252.502857142,12450243.618571429,11075671.548571428,5885375.600000001,41953966.39285714,2849729.7042857143,45043745.78142857,68683398.94285715,959495.4285714285,1139501.2857142857,0.3803571428571429,0.06430000000000001,3.8999999999999995,4.542857142857143,0.0,1.0,0.0,0.0,7.0,1.0,0.0,354050.6068285714,1599526.4123,883630.0,29780.0,2.0,1.0,0.0,0.0,0.0,0.0,7.571428571428571,33.57142857142857,0.0,5.571428571428571,0.7191472060812045,0.027481680951421887,163.34969173343632,0.40413005666734275,0.2857446122455849,0.22114855614193474,0.3726074787646,0.057517922365409764,0.0,0.0
2023-02-17,5085446.239999999,3191818.1599999997,1893628.08,31543.0,22355.0,815058.0,294421.71020000003,79929.85714285714,32167.987142857142,111056.85714285714,93694.57142857143,12415.57142857143,4946.714285714285,92330.42857142857,18726.428571428572,2699.714285714286,2247.0,84489.85714285714,9204.714285714286,5140.857142857143,7274.714285714285,157187.42857142858,139648.2857142857,12444.0,5095.142857142857,131419.57142857142,25601.85714285714,5165.571428571428,7278.428571428572,2826.1428571428573,2247.0,123427.85714285714,16076.42857142857,59066710.87,37783357.02,11866002.288571429,9417351.55857143,46635229.91857143,12257746.175714286,5075689.45,6790312.838571429,6081517.917142856,3166330.7842857144,35478022.55285714,2301102.552857143,82560483.40714286,44858920.165714286,20643361.49857143,17058201.741428573,61225424.33285714,21161324.300000004,8266055.227142856,12377306.27142857,11020922.064285714,5867776.818571429,41938447.04,2916241.21,44356513.48857143,67850286.02857144,952925.5714285715,1140057.7142857143,0.37857142857142856,0.0644,4.985714285714286,5.057142857142857,0.0,1.0,0.0,0.0,7.0,1.0,0.0,351471.62491428567,1599206.3698,884178.0,40769.0,2.0,1.0,0.0,0.0,0.0,0.0,7.714285714285714,33.714285714285715,0.0,5.714285714285714,0.706525058347087,0.027427495957342913,161.2226560568113,0.40245270406731615,0.2845643771401447,0.21787966798278102,0.3723622255812108,0.057894960698670186,0.0,0.0
2023-02-18,5013258.46,3150860.0999999996,1862398.3599999999,31283.0,22127.0,816487.0,295978.7516,80365.28571428571,32340.15142857143,109816.85714285714,92619.28571428571,12264.857142857143,4932.714285714285,91215.14285714286,18601.714285714286,2695.0,2237.714285714286,83469.42857142857,9149.857142857143,5050.714285714285,7214.142857142857,158131.7142857143,140740.14285714287,12290.714285714286,5100.857142857143,132127.85714285713,25837.85714285714,5073.571428571428,7217.142857142857,2841.1428571428573,2237.714285714286,124213.14285714286,16383.0,59064072.334285714,37946609.06285714,11738116.012857143,9379347.257142859,46623692.129999995,12267636.142857144,5002549.410000001,6735566.602857143,6052940.944285714,3157894.1700000004,35568201.77714285,2374175.37,82437589.63571429,44951266.772857144,20495533.948571432,16990788.914285716,61126553.81714286,21138291.758571427,8190541.121428572,12304992.827142855,10971498.882857144,5850777.887142858,41964513.81142857,2982521.0457142857,43698707.72857143,67072225.03285714,946822.0,1141023.5714285714,0.37678571428571433,0.0645,5.671428571428571,5.914285714285713,0.0,1.0,0.0,0.0,7.0,1.0,0.0,348892.643,1566419.6084,884178.0,40769.0,2.0,1.0,0.0,0.0,0.0,0.0,7.857142857142857,33.857142857142854,0.0,5.857142857142857,0.6944644699445851,0.027100247768794848,160.25504139628552,0.40241443978121333,0.2835298485158827,0.2148508658431595,0.37149458278678094,0.05903919655480919,0.0,0.0
2023-02-19,4936666.43,3106843.27,1829823.16,31000.0,21850.0,815299.0,297890.4443,80833.14285714286,32614.989999999998,108543.85714285714,91528.0,12099.714285714286,4916.142857142857,90076.42857142857,18467.428571428572,2688.0,2228.1428571428573,82433.0,9095.0,4955.428571428572,7144.285714285715,159027.85714285713,141801.14285714287,12122.714285714286,5104.0,132802.14285714287,26059.85714285714,4976.142857142857,7146.571428571428,2853.8571428571427,2228.1428571428573,124972.14285714286,16685.14285714286,59053675.54,38107972.37571429,11606405.127142856,9339298.035714285,46609103.48428571,12272928.308571428,4927951.808571428,6678453.318571428,6023283.805714285,3148597.0871428573,35657867.87142857,2445877.902857143,82296842.23571429,45039140.27428571,20337963.811428573,16919738.152857143,61018257.14999999,21106941.341428574,8110421.128571429,12227542.682857143,10920189.212857142,5832131.795714286,41987646.807142854,3047266.8642857145,43040694.870000005,66283861.56714286,940484.8571428572,1141647.5714285714,0.375,0.06474285714285714,5.814285714285715,6.471428571428571,0.0,1.0,0.0,0.0,7.0,1.0,0.0,350284.66667142854,1531932.7157,884178.0,40769.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,34.0,0.0,6.0,0.6825461846307251,0.026799983809620766,159.2473041935484,0.40348536314665834,0.28243084502733773,0.21177224636831704,0.3706596720572834,0.06034242915213536,0.0,0.0
2023-02-20,4883451.29,3078701.41,1804749.88,30740.0,21664.0,810185.0,295082.76279999997,80403.42857142857,32269.70857142857,107349.0,90490.0,11954.0,4905.0,89019.0,18330.0,2690.4285714285716,2214.5714285714284,81451.28571428571,9038.714285714286,4877.285714285715,7076.714285714285,160286.85714285713,143202.85714285713,11975.0,5109.0,133807.0,26314.285714285714,4896.714285714285,7078.285714285715,2872.4285714285716,2214.5714285714284,126037.85714285714,17021.428571428572,59254713.33857142,38455624.32714285,11487543.215714287,9311545.794285715,46787620.032857135,12296545.25,4858070.82,6629472.394285714,6007212.277142857,3138003.517142857,35922336.934285715,2529069.34,82298132.42571428,45230145.63857143,20199077.467142858,16868909.322857145,61032623.968571424,21094960.402857143,8038490.065714286,12160587.401428571,10889983.967142856,5812595.354285715,42104149.934285715,3121777.648571429,42501012.50714286,65544431.59428571,933839.8571428572,1143490.0,0.37285714285714283,0.06498571428571429,6.214285714285714,6.871428571428571,0.0,1.0,0.0,0.0,7.0,1.0,0.0,351676.69034285715,1509667.1172000002,884178.0,40769.0,2.0,1.0,0.0,0.0,0.0,0.0,8.142857142857142,34.142857142857146,0.0,6.142857142857143,0.6697305188554806,0.026739571826187847,158.86308685751465,0.401347419441957,0.27999929534176016,0.2059946298133627,0.36956442745638607,0.06042504476378221,0.0,0.0
2023-02-21,4711133.06,2963870.5,1747262.56,29770.0,20988.0,803089.0,288809.74710000004,79288.71428571429,31666.00142857143,106216.0,89487.71428571429,11825.0,4903.285714285715,88001.28571428571,18214.714285714286,2699.5714285714284,2203.714285714286,80488.71428571429,8999.0,4813.0,7012.0,161772.57142857142,144808.0,11844.0,5120.571428571428,134887.85714285713,26719.428571428572,4831.142857142857,7012.857142857143,2894.8571428571427,2203.714285714286,127161.85714285714,17502.85714285714,59473912.58142857,38816574.267142855,11355859.191428572,9301479.121428572,46969172.49142857,12334673.437142858,4779443.2,6576415.991428571,6006728.361428572,3128893.617142857,36183000.93142857,2629363.8314285716,82336535.06428573,45441210.84142858,20041879.508571427,16853444.71857143,61071630.942857146,21094837.472857144,7957433.342857144,12084446.164285716,10891938.87142857,5795648.702857143,42222258.72857143,3214742.6057142853,41925984.779999994,64788607.26285715,927522.4285714285,1146075.7142857143,0.3707142857142857,0.06522857142857143,6.814285714285715,6.728571428571428,0.0,0.0,0.0,0.0,7.0,1.0,0.0,353068.7140142857,1458452.8129,884697.0,43655.0,2.0,1.0,0.0,0.0,0.0,0.0,8.285714285714286,34.285714285714285,0.0,6.285714285714286,0.6565760750542208,0.02613408974596838,158.25102653678198,0.3993758974885635,0.2776728758989767,0.20039865164328619,0.3708794758601024,0.061303670140872665,0.0,0.0
2023-02-22,4753799.01,2982856.5,1770942.5099999998,29876.0,21083.0,802712.0,286022.2528,78594.42857142857,31167.7,105366.57142857143,88790.14285714286,11685.142857142857,4891.285714285715,87331.0,18035.571428571428,2703.4285714285716,2187.8571428571427,79877.71428571429,8912.42857142857,4749.857142857143,6935.285714285715,163367.42857142858,146541.2857142857,11702.714285714286,5123.428571428572,136022.85714285713,27179.571428571428,4767.285714285715,6935.428571428572,2913.5714285714284,2187.8571428571427,128342.0,18056.285714285714,59702550.04857142,39212646.132857144,11208572.188571427,9281331.725714285,47150991.19714286,12382051.459999999,4688336.378571428,6520235.808571428,6002533.628571428,3113491.6699999995,36460121.19142857,2748323.9828571426,82431170.35714285,45745602.821428575,19862623.33857143,16822944.202857144,61167501.13142858,21094161.83714286,7860837.292857142,12001786.044285715,10889616.212857144,5768021.5600000005,42417047.62857143,3324354.232857143,41512145.01,64240765.32,921759.4285714285,1148857.2857142857,0.3685714285714286,0.06547142857142858,7.385714285714286,6.6571428571428575,0.0,0.0,0.0,0.0,7.0,1.0,0.0,354460.73768571427,1484920.2572,884697.0,43655.0,2.0,1.0,0.0,0.0,0.0,0.0,8.428571428571429,34.42857142857143,0.0,6.428571428571429,0.6449668232520559,0.026264712624203948,159.11765330030792,0.39656373316174726,0.2757284678853519,0.19459751975798256,0.3725320541055016,0.060167089983890594,0.0,0.0
2023-02-23,4831258.11,3039300.4000000004,1791957.71,30781.0,21648.0,812331.0,290060.4536,80303.71428571429,31844.588571428572,104724.85714285714,88301.42857142857,11542.857142857143,4880.571428571428,86800.57142857143,17924.285714285714,2711.8571428571427,2168.714285714286,79407.42857142857,8894.0,4681.285714285715,6861.571428571428,164926.42857142858,148248.85714285713,11562.0,5115.571428571428,137127.57142857142,27634.14285714286,4700.428571428572,6861.571428571428,2924.8571428571427,2168.714285714286,129502.28571428571,18603.85714285714,59932278.24142857,39573404.75142857,11114561.752857145,9244311.737142857,47337105.09428571,12426318.59,4633097.05,6481464.700000001,6002332.74,3077316.855714286,36701675.30428571,2867537.035714286,82488602.01857142,46056128.557142854,19684459.352857143,16748014.112857142,61247826.95714285,21071920.504285716,7757947.022857144,11926512.328571428,10877659.135714283,5705692.832857142,42612220.80142857,3439715.3442857144,41170082.455714285,63726406.23142857,916619.4285714285,1151003.0,0.36642857142857144,0.06571428571428571,7.671428571428571,6.428571428571428,0.0,0.0,0.0,0.0,7.0,1.0,0.0,355852.7613571429,1501897.2564000003,885101.0,42741.0,2.0,1.0,0.0,0.0,0.0,0.0,8.571428571428571,34.57142857142857,0.0,6.571428571428571,0.6349792331645712,0.026649235348644825,156.95585296124233,0.3965518762697331,0.2734477639961038,0.18875934611393785,0.3709091232966644,0.060038285472601254,0.0,0.0
2023-02-24,4860601.42,3072557.37,1788044.05,30969.0,21850.0,812740.0,295636.9665,82121.0,32931.608571428565,103995.85714285714,87670.14285714286,11426.0,4899.714285714285,86192.0,17803.85714285714,2748.1428571428573,2151.5714285714284,78816.57142857143,8853.57142857143,4627.285714285715,6798.714285714285,166219.2857142857,149658.42857142858,11451.285714285714,5109.571428571428,138013.14285714287,28041.714285714286,4652.571428571428,6798.714285714285,2936.0,2151.5714285714284,130424.57142857143,19091.428571428572,60092363.49142857,39865586.23142857,11027474.372857142,9199302.888571428,47462359.09714286,12461721.955714285,4582176.351428571,6445298.0171428565,5994553.0014285715,3040651.318571429,36885629.745714284,2975772.621428571,82486974.65714286,46286877.8,19521043.452857144,16679053.41142857,61280215.54571428,21038476.674285714,7666777.744285715,11854265.707142858,10873156.74,5641798.097142858,42740281.06428571,3542412.87,40837267.084285714,63231878.24857143,911876.7142857143,1153246.857142857,0.36428571428571427,0.06595714285714285,7.1000000000000005,6.014285714285714,0.0,0.0,0.0,0.0,7.0,1.0,0.0,357244.7850285714,1492407.0835000002,885385.0,34824.0,2.0,1.0,0.0,0.0,0.0,0.0,8.714285714285714,34.714285714285715,0.0,6.714285714285714,0.6256545785042994,0.026884366464059846,156.95054473828668,0.4010132435239289,0.27149269637779183,0.183216901950077,0.3678647754664072,0.060823124744098025,0.0,0.0
2023-02-25,4959311.49,3143187.0,1816124.49,31664.0,22360.0,825157.0,305853.7333,84427.42857142857,34336.72285714285,103684.57142857143,87368.71428571429,11376.857142857143,4939.0,85931.14285714286,17753.428571428572,2798.4285714285716,2140.5714285714284,78522.42857142857,8846.285714285714,4610.285714285715,6766.571428571428,168031.57142857142,151501.57142857142,11406.285714285714,5123.714285714285,139338.2857142857,28529.14285714286,4639.714285714285,6766.571428571428,2961.1428571428573,2140.5714285714284,131737.42857142858,19622.0,60381674.76,40254795.73428571,10961736.521428572,9165142.505714286,47700545.29285713,12513289.861428572,4543160.114285714,6418576.401428572,5995166.02142857,3006312.202857143,37162219.160000004,3088401.2585714287,82662255.32714285,46633647.68428571,19397733.05,16630874.599999998,61460292.83571428,21034122.88857143,7597387.018571429,11800346.030000001,10884944.152857142,5582266.158571429,42977961.66714285,3651510.6985714287,40609539.407142855,62890119.97285714,908850.7142857143,1157462.0,0.36214285714285716,0.0662,6.057142857142857,5.328571428571429,0.0,0.0,0.0,0.0,7.0,1.0,0.0,358636.8087,1510270.7567,885385.0,34824.0,2.0,1.0,0.0,0.0,0.0,0.0,8.857142857142858,34.857142857142854,0.0,6.857142857142857,0.6170541080290184,0.027097873495589325,156.62302583375444,0.40670103825432485,0.26953753534748814,0.17764406802131427,0.3662049648750738,0.0616726200636371,0.0,0.0
2023-02-26,5262930.350000001,3344596.15,1918334.2,33420.0,23626.0,850016.0,309888.8796,85368.85714285714,34835.38571428571,103355.71428571429,87071.42857142857,11313.57142857143,4970.714285714285,85658.71428571429,17697.0,2842.714285714286,2128.0,78231.71428571429,8839.714285714286,4584.285714285715,6729.285714285715,169758.14285714287,153280.14285714287,11347.714285714286,5130.285714285715,140590.42857142858,29004.0,4618.428571428572,6729.285714285715,2980.285714285714,2128.0,132991.7142857143,20146.714285714286,60673205.58428572,40640131.59714286,10899834.765714286,9133239.224285714,47939506.23714286,12566218.65,4506107.122857143,6393727.635714286,5997366.082857142,2972560.2885714285,37436033.03428572,3199930.727142857,82844296.50999999,46975749.99428572,19281103.145714287,16587443.375714285,61643639.5457143,21033176.26714286,7531265.078571429,11749838.065714285,10900323.209999999,5523807.304285714,43212051.25857143,3759530.895714286,40393632.65285714,62564723.57571429,906122.1428571428,1161910.142857143,0.36,0.0658,5.071428571428571,5.028571428571428,0.0,0.0,0.0,0.0,7.0,1.0,0.0,354353.05738571426,1608445.3204,1169802.0,46559.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,7.0,0.608840981328899,0.027794770921959117,157.47846648713346,0.4080573042695395,0.2676236247964039,0.17211658772942673,0.36449925657860927,0.05888143277442384,0.0,0.0
2023-02-27,5385103.9,3428360.6900000004,1956743.21,34246.0,24146.0,862685.0,315105.6796,86329.71428571429,35550.852857142854,101133.42857142857,84969.85714285714,11186.857142857143,4976.714285714285,83746.0,17387.428571428572,2862.5714285714284,2114.1428571428573,76356.71428571429,8613.142857142857,4526.714285714285,6660.142857142857,170629.2857142857,154294.57142857142,11225.142857142857,5109.571428571428,141023.42857142858,29442.428571428572,4565.0,6660.142857142857,2973.4285714285716,2114.1428571428573,133485.0,20668.14285714286,60695290.86857144,40849165.47285714,10786946.477142857,9059178.922857141,47943413.74428572,12584799.244285716,4446386.627142857,6340559.8442857135,5961029.291428571,2935235.35,37535997.83,3309004.0514285713,82653169.40571429,47099156.54571428,19081922.41285714,16472090.45285714,61508060.21571429,20978031.31142857,7425718.121428572,11656204.290000001,10852439.938571427,5456736.224285714,43229902.15571429,3865090.7957142857,39647983.42428571,61605861.96,896192.0,1161594.7142857143,0.36214285714285716,0.0654,3.957142857142857,4.471428571428571,0.0,0.0,0.0,0.0,7.0,1.0,0.0,350069.3060714286,1641637.5304,1211890.0,47801.0,3.0,2.0,0.0,0.0,0.0,0.0,9.142857142857142,35.142857142857146,0.0,7.142857142857143,0.5927085033970889,0.02798935880419852,157.24767564095077,0.4118032030024424,0.26566287409209477,0.16583372198114876,0.3633622017952151,0.058514317541765525,0.0,0.0
2023-02-28,5306148.260000001,3384999.98,1921148.28,33970.0,24100.0,856578.0,321282.658,87338.28571428571,36366.51142857143,99010.28571428571,82938.71428571429,11083.0,4988.571428571428,81918.0,17092.285714285714,2888.0,2100.5714285714284,74554.85714285714,8383.857142857143,4475.142857142857,6607.857142857143,171399.2857142857,155171.42857142858,11125.142857142857,5102.714285714285,141449.14285714287,29786.85714285714,4517.285714285715,6607.857142857143,2980.0,2100.714285714286,133951.85714285713,21078.285714285714,60797751.54285715,41129771.36,10686486.345714284,8981493.841428572,48019563.46,12612220.501428572,4391532.66,6294953.678571428,5921581.3071428565,2898107.538571429,37706449.495714284,3419159.2842857144,82540169.57857142,47294800.877142854,18898661.43428571,16346707.27142857,61441212.608571425,20932989.38857143,7326991.962857143,11571669.469999999,10794600.058571428,5390302.208571428,43319620.58571429,3971017.708571429,38975433.872857146,60717851.90857143,886869.1428571428,1162089.4285714286,0.36428571428571427,0.06499999999999999,2.871428571428571,3.9857142857142853,0.0,0.0,0.0,0.0,7.0,1.0,0.0,345785.55475714285,1599865.6220000002,920429.0,34577.0,2.0,2.0,0.0,0.0,0.0,0.0,9.285714285714286,35.285714285714285,0.0,7.285714285714286,0.5776586833584071,0.028135207768586166,156.20100853694439,0.4163868243022206,0.2634162026407917,0.15888657322329747,0.36206079925855666,0.060549129473438414,0.0,0.0
