event_on,demand_sales_eur,cogs_eur,dgm_eur,number_orders,number_orders_tracked,number_visits,marketing_cost,google_clicks,google_cost_eur,number_of_skus_with_discount,number_of_skus_with_discount_retail,number_of_skus_with_discount_closeout,number_of_skus_with_discount_own_brand,number_of_skus_with_discount_new,number_of_skus_with_discount_old,number_of_skus_with_discount_own_brand_new,number_of_skus_with_discount_own_brand_old,number_of_skus_with_discount_retail_new,number_of_skus_with_discount_retail_old,number_of_skus_with_discount_closeout_new,number_of_skus_with_discount_closeout_old,number_of_skus,number_of_skus_retail,number_of_skus_closeout,number_of_skus_own_brand,number_of_skus_new,number_of_skus_old,number_of_skus_closeout_new,number_of_skus_closeout_old,number_of_skus_own_brand_new,number_of_skus_own_brand_old,number_of_skus_retail_new,number_of_skus_retail_old,available_stock_value_after_discount_complete_eur,available_stock_value_after_discount_complete_retail_eur,available_stock_value_after_discount_complete_closeout_eur,available_stock_value_after_discount_complete_own_product_eur,available_stock_value_after_discount_complete_new_eur,available_stock_value_after_discount_complete_old_eur,available_stock_value_after_discount_complete_closeout_new_eur,available_stock_value_after_discount_complete_closeout_old_eur,available_stock_value_after_discount_complete_own_product_new_eur,available_stock_value_after_discount_complete_own_product_old_eur,available_stock_value_after_discount_complete_retail_new_eur,available_stock_value_after_discount_complete_retail_old_eur,available_stock_value_before_discount_complete_eur,available_stock_value_before_discount_complete_retail_eur,available_stock_value_before_discount_complete_closeout_eur,available_stock_value_before_discount_complete_own_product_eur,available_stock_value_before_discount_complete_new_eur,available_stock_value_before_discount_complete_old_eur,available_stock_value_before_discount_complete_closeout_new_eur,available_stock_value_before_discount_complete_closeout_old_eur,available_stock_value_before_discount_complete_own_product_new_eur,available_stock_value_before_discount_complete_own_product_old_eur,available_stock_value_before_discount_complete_retail_new_eur,available_stock_value_before_discount_complete_retail_old_eur,available_stock_value_after_discount_only_discounted_skus_eur,available_stock_value_before_discount_only_discounted_skus_eur,number_units_discounted,number_units_complete,dgm_expectation_perc,target_cpr,avg_temp,avg_temperature_degC_prev_year_avg,fraction_on_holiday,is_percentage_on_top,is_percentage_on_top_applicable,is_black_week_event,is_season_sale_event,number_days_after_last_event,number_days_till_next_event,marketing_budget,sCM,email_recipients,email_visits,is_email_campaign_type_deal,is_email_campaign_type_liveshop,is_email_campaign_type_newsletter,is_Sun_to_Mon_Shift,is_Peak_Driving_Public_Holiday,is_temp_drop_flag,internal_Week_of_SS_Season,internal_Week_of_FW_Season,internalWeeks_until_SeasonalSaleStart,internalWeeks_since_SeasonalSaleStart,sku_with_discount_%,cr_tracked_%,aov_eur,cpc,stock_discount_rate_total_%,stock_discount_rate_discounted_%,dgm_perc,cpr_perc,is_Peak_Driving_Public_Holiday_week,is_Sun_to_Mon_Shift_week
2022-01-16,5947248.17,3343733.7699999996,2603514.4,32916.0,24443.0,871337.0,302115.9277,68602.14285714286,30580.629999999997,127437.71428571429,117879.85714285714,5504.0,4053.8571428571427,104173.28571428571,23264.428571428572,1607.7142857142858,2446.1428571428573,101792.85714285714,16087.0,772.7142857142857,4731.285714285715,165539.14285714287,154345.14285714287,7006.142857142857,4187.857142857143,138831.0,26081.14285714286,1223.857142857143,5782.285714285715,1714.7142857142858,2451.1428571428573,135892.42857142858,17847.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,837512.4285714285,1039634.5714285715,,0.04667142857142857,1.2428571428571427,-0.7142857142857143,0.0,0.0,0.0,0.0,0.0,14.0,5.0,,2301398.4723,711864.0,22971.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,23.0,2.0,0.0,0.7698343248985565,0.028052292052328776,180.679553104873,0.4457678539820705,,,0.4377679097255496,0.05079928045107961,0.0,0.0
2022-01-17,5713786.4,3129501.9799999995,2584284.42,32821.0,24373.0,872537.0,299373.6098,68340.71428571429,30485.87,126193.57142857143,116644.85714285714,5501.142857142857,4047.5714285714284,103023.28571428571,23170.285714285714,1604.4285714285713,2443.1428571428573,100638.28571428571,16006.57142857143,780.5714285714286,4720.571428571428,164627.7142857143,153424.14285714287,7026.285714285715,4177.285714285715,137999.42857142858,26003.0,1254.142857142857,5772.142857142857,1707.142857142857,2448.1428571428573,135038.14285714287,17782.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,832499.0,1037166.0,,0.046842857142857144,1.5857142857142856,-0.8,0.0,0.0,0.0,0.0,0.0,15.0,4.0,,2284910.8102,713370.0,28391.0,1.0,2.0,0.0,0.0,0.0,0.0,3.142857142857143,23.142857142857142,1.8571428571428572,0.0,0.7665390482768915,0.02793348591521047,174.08934523628167,0.4460864993676641,,,0.45228929453855676,0.05239495998660362,0.0,0.0
2022-01-18,5722512.57,3142259.81,2580252.76,32845.0,24323.0,882270.0,295205.1755,67085.85714285714,29931.04,125000.28571428571,115444.71428571429,5523.142857142857,4032.4285714285716,101952.28571428571,23048.0,1596.7142857142858,2435.714285714286,99537.0,15907.714285714286,818.5714285714286,4704.571428571428,163700.0,152448.7142857143,7094.0,4157.285714285715,137169.85714285713,25906.14285714286,1336.0,5758.0,1694.5714285714287,2440.714285714286,134139.2857142857,17707.428571428572,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,827519.4285714285,1034253.7142857143,,0.04701428571428572,2.0142857142857142,-0.4857142857142858,0.0,0.0,0.0,0.0,1.0,13.428571428571429,3.0,,2285047.5845000003,947090.0,46553.0,2.0,2.0,0.0,0.0,0.0,0.0,3.2857142857142856,23.285714285714285,1.5714285714285714,0.14285714285714285,0.7635936818221485,0.027568658120529995,174.22781458365048,0.44616020834708614,,,0.45089507946681534,0.05158663644490693,0.0,0.0
2022-01-19,5717023.720000001,3146673.76,2570349.96,32865.0,24319.0,882917.0,293666.1522,66623.42857142857,29620.195714285714,123613.14285714286,114102.71428571429,5499.142857142857,4011.285714285714,100760.14285714286,22853.0,1587.142857142857,2424.1428571428573,98343.85714285714,15758.857142857143,829.1428571428571,4670.0,162879.0,151583.0,7163.285714285715,4132.714285714285,136480.14285714287,25776.0,1436.7142857142858,5726.571428571428,1681.5714285714287,2429.1428571428573,133361.85714285713,17620.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,821251.1428571428,1031369.5714285715,,0.04718571428571428,2.2714285714285714,-0.24285714285714294,0.0,0.0,0.0,0.0,2.0,11.714285714285714,2.142857142857143,,2276683.8078,947090.0,46553.0,2.0,2.0,0.0,0.0,0.0,0.0,3.4285714285714284,23.428571428571427,1.2857142857142858,0.2857142857142857,0.758926214288784,0.027543925419943213,173.95477620568997,0.4445912849190761,,,0.4495958187138674,0.051366964102783186,0.0,0.0
2022-01-20,5788656.36,3195411.36,2593245.0,33017.0,24282.0,890571.0,295115.3238,66896.0,29725.608571428573,122193.42857142857,112750.14285714286,5452.0,3991.285714285714,99615.42857142857,22578.0,1579.7142857142858,2411.5714285714284,97213.85714285714,15536.285714285714,821.8571428571429,4630.142857142857,162123.14285714287,150791.7142857143,7222.0,4109.428571428572,135876.42857142858,25625.14285714286,1534.857142857143,5687.142857142857,1670.857142857143,2416.5714285714284,132670.7142857143,17521.428571428572,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,815268.8571428572,1028036.5714285715,,0.04735714285714286,2.1571428571428575,0.3285714285714284,0.0,0.0,0.0,0.0,3.0,9.857142857142858,1.4285714285714286,,2298129.6762,948072.0,51176.0,2.0,2.0,0.0,0.0,0.0,0.0,3.5714285714285716,23.571428571428573,1.0,0.42857142857142855,0.7537074992377927,0.0272656531596021,175.3235109186177,0.44435554549492606,,,0.4479873806155596,0.05098166231446497,0.0,0.0
2022-01-21,6286109.6,3527318.3199999994,2758791.28,35716.0,26185.0,907954.0,312475.733,70234.71428571429,31993.79,120333.57142857143,110979.71428571429,5373.571428571428,3980.285714285714,98071.14285714286,22262.428571428572,1579.142857142857,2401.1428571428573,95689.42857142857,15290.285714285714,802.5714285714286,4571.0,161119.0,149760.14285714287,7263.428571428572,4095.4285714285716,135038.57142857142,25460.14285714286,1635.0,5628.428571428572,1667.2857142857142,2406.1428571428573,131736.2857142857,17425.571428571428,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,807047.8571428572,1024262.0,,0.04752857142857143,1.9000000000000001,1.257142857142857,0.0,1.0,0.0,0.0,4.0,7.857142857142857,0.8571428571428571,,2446315.5470000003,949122.0,50357.0,2.0,2.0,0.0,0.0,0.0,0.0,3.7142857142857144,23.714285714285715,0.7142857142857143,0.5714285714285714,0.7468614590989978,0.0288395667621928,176.00262067420763,0.4555267338292216,,,0.43887101173037135,0.04970892219251157,0.0,0.0
2022-01-22,6631200.17,3763669.71,2867530.46,37630.0,27572.0,929012.0,331575.6876,73938.42857142857,34596.46857142857,118473.71428571429,109209.28571428571,5295.142857142857,3969.285714285714,96526.85714285714,21946.85714285714,1578.5714285714287,2390.714285714286,94165.0,15044.285714285714,783.2857142857143,4511.857142857143,160114.85714285713,148728.57142857142,7304.857142857143,4081.4285714285716,134200.7142857143,25295.14285714286,1735.142857142857,5569.714285714285,1663.7142857142858,2395.714285714286,130801.85714285714,17329.714285714286,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,798826.8571428572,1020487.4285714285,,0.0477,2.242857142857143,2.357142857142857,0.0,2.0,0.0,0.0,5.0,5.714285714285714,0.42857142857142855,,2535954.7724,949122.0,50357.0,2.0,2.0,0.0,0.0,0.0,0.0,3.857142857142857,23.857142857142858,0.42857142857142855,0.7142857142857143,0.7399295505726248,0.029678841608073953,176.22110470369387,0.4679091676665334,,,0.4324300860307162,0.050002364443780624,0.0,0.0
2022-01-23,7081478.64,4078911.05,3002567.59,40304.0,29431.0,950559.0,349162.33129999996,77786.28571428571,37119.51285714286,116236.57142857143,107077.28571428571,5209.571428571428,3949.714285714286,94665.14285714286,21571.428571428572,1573.5714285714287,2376.1428571428573,92324.57142857143,14752.714285714286,767.0,4442.571428571428,158674.57142857142,147284.14285714287,7331.571428571428,4058.8571428571427,132989.0,25067.428571428572,1831.142857142857,5500.428571428572,1655.7142857142858,2381.1428571428573,129502.14285714286,17185.85714285714,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,788751.0,1014582.8571428572,,0.04787142857142857,2.557142857142857,2.9714285714285715,0.0,3.0,0.0,0.0,6.0,3.4285714285714284,0.14285714285714285,,2653405.2586999997,1131310.0,58128.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,24.0,0.14285714285714285,0.8571428571428571,0.7325469379376659,0.030961781435976093,175.70163358475585,0.47719867989950493,,,0.42400291558317826,0.049306415940838025,0.0,0.0
2022-01-24,6891859.7,3970906.7,2920953.0,39531.0,28858.0,947876.0,346593.4286,77672.0,36914.025714285715,113803.85714285714,104754.57142857143,5120.142857142857,3929.1428571428573,92639.85714285714,21164.0,1569.0,2360.1428571428573,90316.0,14438.57142857143,754.8571428571429,4365.285714285715,157143.14285714287,145757.7142857143,7346.714285714285,4038.714285714286,131702.42857142858,24823.428571428572,1923.5714285714287,5423.142857142857,1651.5714285714287,2365.1428571428573,128127.28571428571,17035.14285714286,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,777400.7142857143,1007887.0,,0.048042857142857144,2.4285714285714284,3.257142857142857,0.0,3.0,0.0,0.0,7.0,1.0,0.0,,2574359.5714000002,1132350.0,56461.0,3.0,2.0,0.0,0.0,0.0,0.0,4.142857142857143,24.142857142857142,0.0,1.1428571428571428,0.7242050468999147,0.030444910515721464,174.3406364625231,0.47525524917970075,,,0.4238265326266,0.05029026179972874,0.0,0.0
2022-01-25,6795016.869999999,3918687.75,2876329.12,39070.0,28527.0,945336.0,347636.0888,78510.42857142857,37155.80714285714,111815.14285714286,102910.57142857143,4996.571428571428,3908.0,91051.0,20764.14285714286,1564.5714285714287,2343.4285714285716,88775.28571428571,14135.285714285714,711.1428571428571,4285.428571428572,155605.85714285713,144283.14285714287,7303.714285714285,4019.0,130405.42857142857,24584.285714285714,1961.7142857142858,5342.0,1648.5714285714287,2348.4285714285716,126795.14285714286,16893.85714285714,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,768433.5714285715,1001328.2857142857,,0.04821428571428571,2.2142857142857144,3.057142857142857,0.0,3.0,0.0,0.0,7.0,1.0,0.0,,2528693.0311999996,1133220.0,50975.0,3.0,2.0,0.0,0.0,0.0,0.0,4.285714285714286,24.285714285714285,0.0,1.2857142857142858,0.7185792675817382,0.03017657213942979,173.919039416432,0.4732595123850699,,,0.42329977614904735,0.05116044528672378,0.0,0.0
2022-01-26,6692622.81,3867159.75,2825463.06,38666.0,28182.0,948971.0,350030.6078,79183.14285714286,37406.81857142857,110415.28571428571,101234.57142857143,5274.571428571428,3906.1428571428573,89847.42857142857,20567.85714285714,1573.2857142857142,2332.8571428571427,87367.71428571429,13866.857142857143,906.4285714285714,4368.142857142857,154240.85714285713,142896.7142857143,7339.285714285715,4004.8571428571427,129238.14285714286,24388.14285714286,2055.285714285714,5284.0,1645.7142857142858,2337.1428571428573,125537.14285714286,16767.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,765183.5714285715,995511.0,,0.04838571428571429,2.085714285714286,2.685714285714286,0.0,3.0,0.0,0.0,7.0,1.0,0.0,,2475432.4521999997,1133220.0,50975.0,3.0,2.0,0.0,0.0,0.0,0.0,4.428571428571429,24.428571428571427,0.0,1.4285714285714286,0.7158627600987695,0.029697430163830085,173.08805694925775,0.47240886408001703,,,0.42217575085484316,0.05230096148209494,0.0,0.0
2022-01-27,6555761.39,3796817.26,2758944.13,38077.0,27831.0,949643.0,350469.9679,79642.14285714286,37296.612857142856,109480.71428571429,100015.71428571429,5557.428571428572,3907.5714285714284,89048.14285714286,20432.571428571428,1582.7142857142858,2324.8571428571427,86360.71428571429,13655.0,1104.7142857142858,4452.714285714285,152873.57142857142,141496.0,7384.142857142857,3993.4285714285716,128019.0,24241.285714285714,2156.5714285714284,5227.571428571428,1643.0,2328.4285714285716,124219.42857142857,16685.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,764775.0,989867.8571428572,,0.048557142857142854,2.3714285714285714,2.0142857142857142,0.0,3.0,0.0,0.0,7.0,1.0,0.0,,2408474.1621,1134106.0,48490.0,3.0,2.0,0.0,0.0,0.0,0.0,4.571428571428571,24.571428571428573,0.0,1.5714285714285714,0.7161520023548872,0.02930680266163179,172.17116343199305,0.4683024780491305,,,0.4208426704194004,0.05345984196962971,0.0,0.0
