,aov_eur,available_stock_value_after_discount_complete_eur,avg_temp,cpc,cr_tracked_%,email_recipients,email_visits,internalWeeks_until_SeasonalSaleStart,internal_Week_of_FW_Season,internal_Week_of_SS_Season,is_Peak_Driving_Public_Holiday_week,is_Sun_to_Mon_Shift_week,is_black_week_event,is_email_campaign_type_deal,is_email_campaign_type_liveshop,is_email_campaign_type_newsletter,is_percentage_on_top,is_percentage_on_top_applicable,is_season_sale_event,is_temp_drop_flag,number_days_after_last_event,number_days_till_next_event,number_orders,number_visits,sku_with_discount_%,stock_discount_rate_total_%,target_cpr,cogs_eur
2022-03-14,-1.1017937786636678,-1.7799061784468735,-0.951200881325616,-2.1089019066553782,0.9288132925768149,-0.8396439365757676,-0.6846326065660578,2.1358321522558494,-0.9440085551464042,-0.1473197062131671,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,0.10402004035104584,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,-0.18509775336148285,-0.36179203839737967,-0.5165694226861005,-0.9998223817631037,1.1436824027828365,0.19612447714388836,-1.282726915603091,2904377.47
2022-03-21,-0.7608124904554159,-1.7103101009634631,-0.6443768120301171,-1.540845927588252,0.9377920350938892,-0.39322231247275463,0.2647857752799237,1.9741965606809317,-0.9440085551464042,-0.059565567391649366,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,1.003793389387592,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,0.34445615597927104,-0.17772852751414134,-0.37820856905888184,-0.5741415639028815,-0.23402747910667282,-0.7011812379306649,0.9497089783137805,-0.15044037596707716,-1.040787612191474,3219766.3
2022-03-28,-1.2480302276807473,-1.569045244357463,-0.3464461940185456,-1.6686920361117927,0.717302336948349,-1.2045662279325715,-1.1956634630536553,1.812560969106014,-0.9440085551464042,0.028188571429868373,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,-0.7957533086855002,0.48528243526708187,1.0886718341207025,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,-0.4747639769075813,-0.36179203839737967,-0.7661416173090645,-1.1668963953853522,0.5663928315224768,-0.5839574422326098,-0.8428372730365158,2532829.5300000003
2022-04-04,-0.6210120444870761,-1.415051705005298,-1.1246231813622023,-1.4091487219588135,0.9889758227498014,-0.07375064278847103,0.0016877312868127344,1.6509253775310961,-0.9440085551464042,0.11594271025138611,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,1.003793389387592,0.48528243526708187,-0.15861443940831435,1.11988706851757,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,-0.502351236292924,-0.003452214106845313,-0.31229394547216527,-0.8411076926947837,-0.14242600437231742,-1.0858881289184183,-0.7674276200251133,3182832.78
2022-04-11,-0.4079602985532537,-1.2674483339459,-0.6199198209993165,-1.542330925209021,-0.16522783309906217,-0.8811447053039743,-0.8217749778344826,1.4892897859561784,-0.9440085551464042,0.20369684907290384,2.059714602177749,2.765863337187866,-0.18264128403130628,-0.7957533086855002,0.48528243526708187,1.0886718341207025,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,-0.4747639769075813,3.6330334101748747,-0.9134782402421039,-1.0718979357749099,0.2740623879925654,-1.2598910969521924,-0.8805420995422285,2511949.33
2022-04-18,-1.8356855900656492,-1.1940391059741802,-0.13300336320428577,-1.5343244364528346,0.5705139575380495,-0.7174884313160403,-0.49179077392922865,1.3276541943812608,-0.9440085551464042,0.2914509878944216,2.059714602177749,2.765863337187866,-0.18264128403130628,0.10402004035104584,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,-0.1368200494371331,3.307873199244575,-1.012387487111495,-1.438641929861825,0.4244023671259232,-1.2088229193682496,-1.3172896732333306,2135238.1799999997
2022-04-25,-2.123485345483312,-1.1698325416352098,-0.22416123886454317,-1.2356695660202293,1.6697189513179136,-0.8200228319763284,-0.7696795992605042,1.1660186028063428,-0.9440085551464042,0.3792051267159393,2.059714602177749,-0.36155076303109357,-0.18264128403130628,0.10402004035104584,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,0.2011238780333151,2.982712988314275,-0.14235788037608982,-0.8624379175118856,0.34382071331711983,-1.4027280537951345,-1.4429724282523593,2728712.1500000004
2022-05-02,-1.554034437874118,-1.0687762508524012,-0.17969398244490525,-1.171579108413547,1.2290057474644522,-0.7746625526849812,-0.7043848525303157,1.0043830112314251,-0.9440085551464042,0.46695926553745704,2.059714602177749,-0.36155076303109357,-0.18264128403130628,0.10402004035104584,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,0.5390678055037633,2.657552777383975,-0.6452199267743787,-1.277799167319873,0.35940111866985486,-1.2736136604952193,-1.2984372599804743,2441880.22
2022-05-09,-0.5487884076588627,-0.9731450883608548,0.24719167918361498,-0.740673991434863,0.8006416321444447,-0.7386558613234662,-0.8130222053337333,0.8427474196565073,-0.9440085551464042,0.5547134043589748,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,-0.7957533086855002,0.48528243526708187,1.0886718341207025,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,0.8770117329742115,2.332392566453675,-0.9559377982453836,-1.45611192837792,0.7302218116073287,-1.0654717856410114,-1.336142086486187,2387040.46
2022-05-16,-1.2900258552814337,-0.9539266576275557,0.8363828267438118,0.4516786843901256,3.301782166042668,-0.41389811184774994,-0.2322968127305439,0.6811118280815897,-0.9440085551464042,0.6424675431804925,-0.4855041562276122,-0.36155076303109357,-0.18264128403130628,0.10402004035104584,0.48528243526708187,-0.15861443940831435,-0.4300366343107469,-0.19788883887127906,-0.6771023866106812,-0.17772852751414134,1.2149556604446599,2.0072323555233758,0.355416845708442,-0.869024597354163,0.9065166511200821,-0.5749120273193273,-1.2638745023502345,3423222.54
